epoch,train_loss,val_threshold,val_acc,val_balanced_acc,val_precision,val_recall,val_f1,val_auroc,val_auprc,val_tn,val_fp,val_fn,val_tp
1,0.06470993101596832,0.6,0.7634854771784232,0.7868324125230203,0.5154639175257731,0.8333333333333334,0.6369426751592356,0.7777163904235727,0.3955736167014315,134,47,10,50
2,0.028682528734207152,0.65,0.91701244813278,0.9447513812154695,0.75,1.0,0.8571428571428571,0.9559852670349909,0.7279063923030034,161,20,0,60
3,0.014279689700342714,0.75,0.8796680497925311,0.919889502762431,0.6741573033707865,1.0,0.8053691275167785,0.9880294659300184,0.9624185927701717,152,29,0,60
4,0.012328300923109055,0.8,0.975103734439834,0.9834254143646408,0.9090909090909091,1.0,0.9523809523809523,0.9932780847145488,0.979417170466454,175,6,0,60
5,0.016906762421131136,0.75,0.966804979253112,0.9389042357274402,0.9814814814814815,0.8833333333333333,0.9298245614035088,0.9837937384898712,0.9653869325120936,180,1,7,53
6,0.01065967757254839,0.8,0.975103734439834,0.9555709023941068,0.9821428571428571,0.9166666666666666,0.9482758620689655,0.9913443830570903,0.9805365670676353,180,1,5,55
7,0.015491415914148092,0.7,0.979253112033195,0.9861878453038674,0.9230769230769231,1.0,0.96,0.9980662983425413,0.9944002427654292,176,5,0,60
8,0.010693369451910257,0.35,0.970954356846473,0.9806629834254144,0.8955223880597015,1.0,0.9448818897637795,0.9958563535911602,0.9879455822566636,174,7,0,60
9,0.011569396387785673,0.55,0.975103734439834,0.9834254143646408,0.9090909090909091,1.0,0.9523809523809523,0.9965930018416206,0.9901121111161311,175,6,0,60
10,0.01138628713786602,0.5,0.970954356846473,0.9806629834254144,0.8955223880597015,1.0,0.9448818897637795,0.996500920810313,0.9898859690989443,174,7,0,60
11,0.006741451732814312,0.4,0.970954356846473,0.9806629834254144,0.8955223880597015,1.0,0.9448818897637795,0.9962246777163903,0.9889795052960252,174,7,0,60
12,0.00548649467760697,0.45,0.966804979253112,0.9779005524861879,0.8823529411764706,1.0,0.9375,0.9959484346224677,0.9882676724450671,173,8,0,60
