subject_id,fold_id,held_out_run,val_run,best_threshold,train_n_after_retention,test_acc,test_balanced_acc,test_precision,test_recall,test_f1,test_auroc,test_auprc,test_tn,test_fp,test_fn,test_tp
sub-HUP164,0,sub-HUP164_ses-presurgery_task-ictal_acq-seeg_run-01,sub-HUP164_ses-presurgery_task-ictal_acq-seeg_run-02,0.35,100,0.4728434504792332,0.4498576929516156,0.35398230088495575,0.30303030303030304,0.32653061224489793,0.3821362799263352,0.3586254950543164,108,73,92,40
sub-HUP164,1,sub-HUP164_ses-presurgery_task-ictal_acq-seeg_run-02,sub-HUP164_ses-presurgery_task-ictal_acq-seeg_run-01,0.1,100,0.4180064308681672,0.5,0.4180064308681672,1.0,0.5895691609977324,0.1254993625159371,0.2618785406994739,0,181,0,130
