subject_id,fold_id,held_out_run,val_run,best_threshold,train_n_after_retention,test_acc,test_balanced_acc,test_precision,test_recall,test_f1,test_auroc,test_auprc,test_tn,test_fp,test_fn,test_tp
sub-HUP146,0,sub-HUP146_ses-presurgery_task-ictal_acq-seeg_run-01,sub-HUP146_ses-presurgery_task-ictal_acq-seeg_run-02,0.1,100,0.41042345276872966,0.5,0.41042345276872966,1.0,0.581986143187067,0.008506533368411819,0.24302173178859932,0,181,0,126
sub-HUP146,1,sub-HUP146_ses-presurgery_task-ictal_acq-seeg_run-02,sub-HUP146_ses-presurgery_task-ictal_acq-seeg_run-01,0.15,100,0.6268221574344023,0.6234056339949526,0.6148648648648649,0.5617283950617284,0.5870967741935483,0.5378214310074347,0.47894641824814627,124,57,71,91
