epoch,train_loss,val_threshold,val_acc,val_balanced_acc,val_precision,val_recall,val_f1,val_auroc,val_auprc,val_tn,val_fp,val_fn,val_tp
1,0.05825027965009213,0.75,0.9609120521172638,0.9668508287292817,0.9130434782608695,1.0,0.9545454545454546,0.9948259230027187,0.9923375638394045,169,12,0,126
2,0.014098480865359307,0.6,0.9641693811074918,0.9696132596685083,0.9197080291970803,1.0,0.9581749049429658,0.9891256686836798,0.9838372066342435,170,11,0,126
3,0.010047540497034789,0.55,0.9674267100977199,0.9723756906077348,0.9264705882352942,1.0,0.9618320610687023,0.9839515916863983,0.9723863207746339,171,10,0,126
4,0.021591579727828502,0.75,0.9739413680781759,0.9779005524861879,0.9402985074626866,1.0,0.9692307692307692,0.9856178198719635,0.974910106650929,173,8,0,126
5,0.01157763548195362,0.65,0.9674267100977199,0.9723756906077348,0.9264705882352942,1.0,0.9618320610687023,0.9846970095588881,0.9739913185981697,171,10,0,126
6,0.024457231387495993,0.6,0.9674267100977199,0.9723756906077348,0.9264705882352942,1.0,0.9618320610687023,0.9824169078312724,0.9693559355990783,171,10,0,126
7,0.011841977154836059,0.75,0.9739413680781759,0.9779005524861879,0.9402985074626866,1.0,0.9692307692307692,0.98702095939665,0.9782637031375006,173,8,0,126
8,0.009312002323567867,0.8,0.9771986970684039,0.9806629834254144,0.9473684210526315,1.0,0.972972972972973,0.992545821275103,0.9879831936810006,174,7,0,126
9,0.013095404668711126,0.8,0.9739413680781759,0.9779005524861879,0.9402985074626866,1.0,0.9692307692307692,0.9961852144172586,0.9943133918453504,173,8,0,126
10,0.005765155609697104,0.7,0.9706840390879479,0.9751381215469613,0.9333333333333333,1.0,0.9655172413793104,0.994475138121547,0.9918490903397628,172,9,0,126
11,0.004248881619423628,0.8,0.9771986970684039,0.9806629834254144,0.9473684210526315,1.0,0.972972972972973,0.9951767078838902,0.99297348532111,174,7,0,126
12,0.006520807454362512,0.6,0.9706840390879479,0.9751381215469613,0.9333333333333333,1.0,0.9655172413793104,0.9928527580461282,0.9892136428280216,172,9,0,126
13,0.00712432679720223,0.75,0.9739413680781759,0.9779005524861879,0.9402985074626866,1.0,0.9692307692307692,0.9919757958431992,0.9875045693485655,173,8,0,126
