epoch,train_loss,val_threshold,val_acc,val_balanced_acc,val_precision,val_recall,val_f1,val_auroc,val_auprc,val_tn,val_fp,val_fn,val_tp
1,0.05574579492211342,0.75,0.5859030837004405,0.6754744174873889,0.3064516129032258,0.8260869565217391,0.4470588235294118,0.8366562575066058,0.833514827671859,95,86,8,38
2,0.033409065753221515,0.75,0.8061674008810573,0.8784530386740331,0.5111111111111111,1.0,0.6764705882352942,0.9704539995195772,0.8319141573256572,137,44,0,46
3,0.016211576610803604,0.75,0.9118942731277533,0.9447513812154695,0.696969696969697,1.0,0.8214285714285714,0.9853471054527985,0.9416248133904993,161,20,0,46
4,0.016883855387568474,0.85,0.9383259911894273,0.9613259668508287,0.7666666666666667,1.0,0.8679245283018868,0.9863079509968772,0.9278411196328287,167,14,0,46
5,0.010298257356043904,0.75,0.9647577092511013,0.9779005524861879,0.8518518518518519,1.0,0.92,0.9879894306990151,0.9421592079617007,173,8,0,46
6,0.007690385594032705,0.7,0.960352422907489,0.9751381215469613,0.8363636363636363,1.0,0.9108910891089109,0.9873889022339659,0.9431640419524687,172,9,0,46
7,0.008696800735779107,0.9,0.947136563876652,0.9668508287292817,0.7931034482758621,1.0,0.8846153846153846,0.988830170550084,0.9580741379114017,169,12,0,46
8,0.0064911122713238005,0.8,0.960352422907489,0.9751381215469613,0.8363636363636363,1.0,0.9108910891089109,0.9863079509968772,0.9256522320851526,172,9,0,46
9,0.0060225982416886835,0.8,0.9647577092511013,0.9779005524861879,0.8518518518518519,1.0,0.92,0.9821042517415325,0.8988983919370993,173,8,0,46
10,0.004141721054911614,0.9,0.933920704845815,0.9585635359116023,0.7540983606557377,1.0,0.8598130841121495,0.9771799183281288,0.826740631495657,166,15,0,46
