epoch,train_loss,val_threshold,val_acc,val_balanced_acc,val_precision,val_recall,val_f1,val_auroc,val_auprc,val_tn,val_fp,val_fn,val_tp
1,0.05217244654893875,0.45,0.9606986899563319,0.9292127071823204,0.9333333333333333,0.875,0.9032258064516129,0.9948204419889503,0.9827433887052854,178,3,6,42
2,0.04184252610430121,0.25,0.9868995633187773,0.9917127071823204,0.9411764705882353,1.0,0.9696969696969697,0.9998848987108656,0.999574829931973,178,3,0,48
3,0.019409399330615997,0.2,0.9781659388646288,0.9861878453038674,0.9056603773584906,1.0,0.9504950495049505,0.9991942909760589,0.9969000301153691,176,5,0,48
4,0.008431788980960846,0.4,0.9868995633187773,0.9917127071823204,0.9411764705882353,1.0,0.9696969696969697,0.99896408839779,0.9959195022453063,178,3,0,48
5,0.010645124204456806,0.5,0.9912663755458515,0.994475138121547,0.96,1.0,0.9795918367346939,0.9990791896869246,0.9964155339913381,179,2,0,48
6,0.003459991402924061,0.5,0.9912663755458515,0.994475138121547,0.96,1.0,0.9795918367346939,0.9993093922651933,0.9973081933806752,179,2,0,48
7,0.0029973927652463318,0.65,0.9956331877729258,0.9972375690607735,0.9795918367346939,1.0,0.9896907216494846,0.9996546961325967,0.9986975397428477,180,1,0,48
8,0.0036204705573618413,0.65,0.9956331877729258,0.9972375690607735,0.9795918367346939,1.0,0.9896907216494846,0.9998848987108656,0.999574829931973,180,1,0,48
9,0.0015977110993117094,0.65,0.9956331877729258,0.9972375690607735,0.9795918367346939,1.0,0.9896907216494846,0.9998848987108656,0.999574829931973,180,1,0,48
10,0.0012013743759598584,0.8,0.9912663755458515,0.994475138121547,0.96,1.0,0.9795918367346939,0.9998848987108656,0.999574829931973,179,2,0,48
11,0.000875233588158153,0.85,0.9956331877729258,0.9972375690607735,0.9795918367346939,1.0,0.9896907216494846,0.9998848987108656,0.999574829931973,180,1,0,48
12,0.0009448382700793446,0.75,0.9956331877729258,0.9972375690607735,0.9795918367346939,1.0,0.9896907216494846,1.0,1.0,180,1,0,48
